DNI,APE,TEMP_AMB,VEL_VIENTO,SMR,POTENCIA
774.26471,1.838681397,15.285,0.0411,0.922104104,884.44963,3
786.27451,1.839882341,8.24,2.4489,0.92301064,1033.0135,2
790.31863,1.853050723,16.638,2.3837,0.923104798,1007.3829,3
723.89706,1.794835032,17.63,5.0346,0.925281573,889.12391,2
725.98039,1.833048001,31.232,11.6508,0.925359396,1000.9168,3
775.61275,1.852889969,16.035,2.4231,0.925454272,993.20438,2
734.68137,1.817416919,32.01,9.2852,0.925773193,857.26105,3
729.28922,1.817774489,35.105,3.9801,0.925960984,857.88421,3
725.2451,1.82243273,11.22,3.8482,0.926364341,928.69947,2
748.77451,1.796307803,18.95,2.6799,0.92681819,962.89947,2
791.05392,1.852049006,16.014,0.0438,0.927271162,1011.0445,2
700.4902,1.819121058,35.204,12.764,0.927318033,831.70833,2
712.5,1.826496191,12.661,4.2145,0.927601335,901.82241,2
713.2353,1.835804203,34.196,0.6893,0.928150507,875.56852,3
740.68628,1.821917525,11.521,0.052,0.92817548,936.95731,2
761.51961,1.791972146,16.2,1.3889,0.929402587,949.18826,3
779.65686,1.792408604,17.334,1.0714,0.929597139,938.20374,3
717.15686,1.82442021,10.579,3.5964,0.930141786,915.68933,2
705.14706,1.821543834,39.373,2.5819,0.930592199,838.56393,2
717.15686,1.82388996,31.353,8.8565,0.931161768,849.15891,2
701.83824,1.824310661,33.993,10.1201,0.932190601,809.58346,2
725.2451,1.834379108,33.024,0.6904,0.932400984,835.3698,3
727.94118,1.796992936,30.098,6.354,0.932430578,893.01921,2
758.82353,1.796911193,19.558,2.8003,0.934243214,981.05123,2
752.81863,1.829790228,27.189,3.9194,0.934375706,890.21462,3
766.17647,1.828939011,28.8,6.372,0.934521994,898.62828,3
760.17157,1.797608951,19.054,4.3059,0.934810119,977.8572,2
725.2451,1.798246016,22.746,2.1138,0.936005248,919.35091,2
796.44608,1.797077586,16.539,3.8405,0.936185694,958.3031,3
781.61765,1.794845629,17.361,2.6602,0.93678182,1001.9296,3
738.72549,1.821228562,36.952,9.6958,0.937129662,868.63511,3
748.77451,1.833624413,31.238,3.7967,0.937144428,1033.8704,3
756.12745,1.818694759,33.61,5.9987,0.937272051,875.10117,3
758.82353,1.800436837,27.31,1.8001,0.937691544,910.78143,3
770.83334,1.798430215,19.399,3.8865,0.937865285,994.60662,3
787.00981,1.846933112,16.024,1.7092,0.937874384,908.5222,3
742.76961,1.827583603,32.788,4.9169,0.938165992,874.47791,3
788.35785,1.797382464,16.912,1.6123,0.938678945,947.16275,3
755.51471,1.845377673,20.402,6.7164,0.938890456,947.94184,3
709.19118,1.824334368,34.87,2.4779,0.939025255,950.5127,3
754.77941,1.844317245,16.885,8.805,0.940136904,882.57994,3
743.9951,1.822121644,35.078,10.7031,0.940266042,879.38591,3
793.01471,1.797907588,18.495,4.226,0.940341821,1037.532,3
762.86765,1.820052103,35.85,8.7711,0.940519019,893.33074,3
733.94608,1.840473991,33.747,3.725,0.941191315,898.93992,3
756.12745,1.821541021,32.076,12.162,0.941690595,884.76126,3
710.53922,1.828875809,10.431,4.4532,0.942069555,902.99093,2
717.15686,1.833851477,27.688,10.6204,0.942172403,904.00374,3
714.58334,1.803091651,19.558,14.49,0.94258166,954.87535,3
713.2353,1.835830287,34.245,13.378,0.943220765,865.20726,3
718.5049,1.823050616,35.533,5.3231,0.943261616,848.0683,2
762.86765,1.824306045,33.528,3.6796,0.943401095,880.71025,3
700.4902,1.830027019,31.166,6.0118,0.943436652,805.68826,3
778.30883,1.844677659,16.852,3.9144,0.943468478,910.93725,3
720.58824,1.826664311,39.822,0.0504,0.943476709,856.63778,2
797.67157,1.796308169,16.857,1.6156,0.944027266,993.74963,3
733.33334,1.800869954,30.12,6.6874,0.944182086,902.99093,3
705.14706,1.829912065,10.048,1.8351,0.94452202,894.34354,2
788.35785,1.848492236,15.964,1.9523,0.945164824,988.45219,3
764.21569,1.834581368,27.069,2.6755,0.946019934,898.86201,3
766.91177,1.831225849,31.851,1.5433,0.946150479,899.95262,3
723.28432,1.828798357,34.547,7.7495,0.946532048,849.31473,3
774.87745,1.803040355,26.817,3.6976,0.946613539,927.1413,3
799.7549,1.846585569,17.23,5.7315,0.946784727,932.82839,3
770.22059,1.848548252,20.555,8.6304,0.946890602,973.02711,3
755.51471,1.840946466,31.216,4.9858,0.947061928,977.62348,3
770.22059,1.800097943,18.846,1.8603,0.947561865,1112.554,3
739.33824,1.829706545,31.599,10.0828,0.947600334,877.51622,3
772.91667,1.846721477,9.429,0.0504,0.947941738,977.07812,3
702.45098,1.800709506,14.036,1.5504,0.948263675,977.31185,2
742.76961,1.83973389,33.807,2.8474,0.948675301,858.89701,3
784.92647,1.833211887,28.646,11.4252,0.948964897,922.2333,3
729.28922,1.850543296,16.326,1.4979,0.949575707,873.77673,3
719.85294,1.829309662,34.043,8.9446,0.949585429,834.04546,3
717.15686,1.808718594,19.952,10.3571,0.949664425,1005.5911,3
721.20098,1.804558076,23.595,4.7482,0.949954526,1191.2376,2
774.26471,1.850217895,20.287,4.5074,0.950723517,974.66307,3
722.54902,1.866221881,16.397,4.0551,0.950792966,998.346,2
732.59804,1.829786887,32.624,7.5929,0.951219574,860.92252,3
774.87745,1.824334599,35.922,6.1536,0.951274743,903.77001,3
762.13236,1.847431845,16.43,0.0394,0.951305405,968.82028,3
707.84314,1.834103988,31.243,8.0309,0.951885827,1020.7825,3
783.57843,1.845162923,8.53,1.3807,0.951961104,1003.3319,2
753.43137,1.804076772,29.917,8.8176,0.952052601,920.51942,3
715.93137,1.802834038,33.341,3.6352,0.952179702,881.95678,2
737.37745,1.843279985,33.424,2.1116,0.952760081,912.18367,3
709.19118,1.833159355,37.05,4.5501,0.952801334,838.95347,3
776.22549,1.823118215,33.67,6.8073,0.952888666,897.77129,3
714.58334,1.834582169,9.281,2.9881,0.953386335,971.85849,2
795.71079,1.839992022,11.729,2.2912,0.953754732,981.83031,3
752.08333,1.826612649,36.913,8.0807,0.953963689,880.08698,3
730.63726,1.838151874,27.759,10.962,0.95454664,914.91035,3
739.33824,1.803815935,21.755,0.0493,0.954595982,925.42743,2
709.80392,1.83383965,9.33,3.8739,0.95461589,976.92231,2
727.94118,1.854220994,17.164,3.9752,0.954630745,927.37503,2
784.92647,1.806528805,27.315,5.1112,0.954771738,939.21654,3
752.08333,1.80537395,22.763,1.4442,0.954980539,948.48719,3
774.26471,1.83301963,29.857,9.8102,0.955089576,972.63757,3
709.19118,1.852532491,16.063,2.0081,0.955128395,918.18228,2
783.57843,1.835539811,31.38,2.2321,0.955654211,919.42882,3
759.43628,1.827999495,35.215,6.9261,0.955837149,894.65518,3
740.68628,1.788179676,13.187,9.3979,0.955993687,949.65571,3
737.37745,1.845602058,10.19,1.1574,0.956748239,928.0762,2
793.75,1.800957496,18.495,4.3743,0.956754743,1069.0834,3
780.26961,1.803353516,19.58,0.7692,0.956776589,1007.6166,3
753.43137,1.825264413,28.931,1.2997,0.957151541,868.86873,3
752.81863,1.84335683,33.966,0.0389,0.957541142,870.19317,3
762.13236,1.807285583,23.108,3.2224,0.957550002,966.40523,3
752.81863,1.806778724,29.945,5.7808,0.957820989,924.49253,3
725.2451,1.829463241,35.67,5.7266,0.958011189,859.20865,2
772.91667,1.843014815,31.353,12.507,0.958017193,1016.264,3
750.12255,1.849325542,16.326,0.0433,0.958023687,915.76724,3
713.2353,1.835620177,31.249,11.4805,0.958717446,824.93063,3
718.5049,1.848428653,9.878,2.2134,0.958760201,927.84248,2
787.00981,1.804590613,22.987,5.1961,0.958790062,1089.728,3
704.41177,1.854792906,17.619,1.4952,0.959508607,884.76126,2
787.00981,1.806162003,19.826,4.4564,0.959526304,1015.2513,3
705.14706,1.831388191,33.391,5.0138,0.959669285,845.65326,3
778.92157,1.838565616,26.981,4.4685,0.959782989,917.16958,3
717.15686,1.835447583,37.204,10.5192,0.960186285,845.34162,3
741.42157,1.833165905,35.856,6.6447,0.960815394,871.75123,3
734.68137,1.829571257,34.695,12.249,0.960844953,832.56532,2
774.87745,1.830254574,33.626,2.8595,0.960978169,894.34354,3
737.9902,1.805663565,33.413,0.0493,0.960984103,899.87471,2
799.01961,1.837038374,28.63,7.15,0.961588235,939.45027,3
795.71079,1.844043616,11.187,2.2616,0.961863751,1022.6521,3
738.72549,1.833613061,34.684,3.4661,0.96224114,867.70021,3
700.4902,1.850306652,18.375,0.9083,0.96300466,906.73031,2
797.67157,1.808491267,26.855,2.8994,0.963218221,951.99285,3
753.43137,1.842003171,27.677,6.2686,0.963585538,938.90491,3
726.59314,1.834881943,34.097,6.5905,0.964023818,843.1603,3
727.94118,1.841586988,17.356,3.9577,0.964031875,935.55496,2
704.41177,1.841784547,32.941,4.5342,0.96419922,856.87151,2
788.35785,1.827471068,33.692,7.5436,0.965373786,911.17087,3
725.98039,1.840813914,16.605,5.1019,0.965669275,928.0762,2
729.28922,1.848653174,9.998,0.9636,0.965846197,942.02113,2
786.27451,1.845857706,11.302,1.4245,0.965889332,1034.0263,3
715.19608,1.81293433,29.835,5.9839,0.966157068,886.00779,3
791.66667,1.805718915,22.774,2.6279,0.966602603,948.09765,3
761.51961,1.791894179,13.373,9.5167,0.967762283,1004.5005,3
722.54902,1.887486819,29.276,4.4225,0.967801123,973.57236,3
760.17157,1.836131484,32.558,9.9569,0.967930527,887.17631,3
795.71079,1.837277696,30.06,7.5064,0.967980352,987.12775,3
705.14706,1.849018325,37.779,5.3067,0.968470568,883.51483,2
715.93137,1.88446048,30.213,3.1797,0.96871803,961.34141,2
764.21569,1.831668633,35.319,11.5145,0.96886705,904.78271,3
707.84314,1.838033132,32.076,14.731,0.969318776,851.18442,3
746.69118,1.846127233,31.079,11.57,0.969456519,1121.0456,3
762.86765,1.810508276,30.235,11.1597,0.969554595,941.08623,3
764.21569,1.841243033,11.351,0.0433,0.970125377,926.67385,2
727.94118,1.814712452,19.941,17.98,0.970624463,973.80608,3
752.08333,1.810331765,22.199,2.3207,0.970855362,939.45027,3
742.76961,1.809408693,33.539,3.8914,0.970903868,905.6397,2
700.4902,1.813448208,28.636,7.0148,0.971088231,919.66254,2
771.56863,1.845107701,16.863,0.0339,0.971107026,959.70544,3
762.13236,1.845249784,10.705,1.5203,0.971256104,1005.3574,2
797.05883,1.856756339,20.352,0.0526,0.971266798,999.35881,3
747.42647,1.811947421,23.765,3.4661,0.971287513,962.1984,2
725.98039,1.839458455,10.984,2.3164,0.971377349,899.56318,2
785.66177,1.838737708,32.459,5.1791,0.971469469,921.84386,3
778.30883,1.812400854,24.582,4.2823,0.971611412,998.89136,3
753.43137,1.843837658,34.322,7.277,0.972088042,914.20918,3
730.63726,1.840143802,31.435,11.0825,0.972306996,844.40672,3
732.59804,1.846735057,11.921,1.436,0.972995176,1007.3829,2
752.81863,1.844586165,27.945,15.35,0.973115408,937.26894,3
797.05883,1.846192888,11.784,3.4989,0.973275851,1065.9671,3
798.40686,1.81329781,24.45,7.254,0.973877435,1009.5642,3
799.7549,1.841209614,28.389,6.1147,0.974081408,946.07215,3
760.78432,1.851045844,33.522,5.5087,0.974659353,942.7222,3
754.16667,1.837223008,35.522,4.1652,0.974925732,888.0333,3
727.32843,1.811700153,22.829,3.46,0.974974972,961.2635,3
701.10294,1.813633588,22.631,1.9884,0.975342092,930.17962,2
749.38726,1.846961612,27.869,10.042,0.975573882,939.37236,3
792.40196,1.807429223,25.146,0.9433,0.975648741,958.77054,3
787.62255,1.847173594,10.042,1.9003,0.975973118,962.27631,3
740.07353,1.835274163,34.662,8.8904,0.976053635,848.53575,3
799.7549,1.860096687,20.155,3.7792,0.976084431,1010.1875,3
762.13236,1.838921803,31.331,5.7036,0.976400555,900.88751,3
777.57353,1.831358944,28.553,3.4628,0.976908974,897.22604,3
750.12255,1.840165128,34.908,1.0342,0.976920297,948.72092,3
799.01961,1.81397908,20.637,10.8186,0.977022628,1059.1115,3
761.51961,1.812517446,24.269,0.4599,0.977452215,980.35005,3
750.7353,1.839004073,34.519,5.4079,0.978003083,885.22871,3
769.60785,1.850394134,33.117,0.0427,0.978094103,889.74717,3
736.64216,1.816451087,29.709,2.4034,0.978274105,924.25891,3
700.4902,1.833637613,34.645,5.23,0.978311686,882.81366,3
758.82353,1.840057687,32.618,6.8358,0.978792531,898.23874,3
788.35785,1.850542972,10.601,2.1061,0.978806757,961.41932,3
759.43628,1.84650304,15.115,1.1793,0.978932168,921.76596,3
747.42647,1.840114033,33.971,4.786,0.979102533,861.77951,3
795.09804,1.833144988,36.404,6.9349,0.979121244,932.67257,3
774.26471,1.847164637,15.696,1.6183,0.979503292,975.98741,3
729.28922,1.846658409,12.086,1.4344,0.979884189,869.80363,2
786.27451,1.848388899,13.044,3.5186,0.980397209,998.11227,3
726.59314,1.851791892,35.204,11.4592,0.980498087,899.17364,3
759.43628,1.837540178,35.56,4.3519,0.980646541,897.53767,3
776.22549,1.836028606,35.544,6.8035,0.980862527,917.87065,3
713.2353,1.846619249,14.518,1.2378,0.980914121,879.2301,2
795.71079,1.847258693,14.589,0.7637,0.981467805,951.05806,3
756.86275,1.812132567,33.522,2.7144,0.981577067,922.93447,3
726.59314,1.88793414,29.885,3.725,0.981633317,973.02711,3
756.86275,1.81263351,33.714,5.2207,0.981750583,923.09029,3
784.31373,1.835630933,36.984,9.381,0.982199851,913.66382,3
742.76961,1.844140001,33.621,5.0778,0.982210212,920.98687,3
723.89706,1.854016097,37.981,6.6912,0.982314439,900.49797,3
762.13236,1.838714824,39.351,4.647,0.982753005,903.45838,3
746.07843,1.815917483,31.216,4.959,0.982932774,938.28164,2
783.57843,1.850822597,10.579,0.8677,0.983210869,964.69125,3
753.43137,1.853928937,33.04,5.8114,0.983583828,936.10032,3
790.31863,1.81550901,24.702,3.4562,0.983824494,1012.2909,3
733.33334,1.88957722,29.901,1.2734,0.983824561,982.68719,3
742.76961,1.844713137,31.418,8.8915,0.984121459,855.54707,3
727.32843,1.84059621,33.84,9.4609,0.984548374,876.19178,3
795.71079,1.838080628,33.358,8.0276,0.984899247,918.02647,3
793.75,1.815136709,30.054,4.2966,0.985244156,970.76788,3
762.86765,1.845106916,35.357,1.6561,0.98553061,966.56105,3
754.16667,1.838981063,34.771,11.745,0.985871552,857.88421,3
760.78432,1.84837137,14.523,0.0515,0.985969887,925.03789,3
719.85294,1.850591345,11.165,1.2652,0.986125484,920.05197,2
761.51961,1.849278672,9.829,6.3518,0.98677273,959.08218,2
762.86765,1.850109757,12.458,3.0708,0.986913244,926.1286,2
711.88726,1.844489168,33.276,4.9448,0.987185352,824.69691,3
736.02941,1.849783928,33.073,5.5815,0.987362719,889.51345,2
798.40686,1.85112029,14.551,0.0515,0.98750755,999.43671,3
798.40686,1.837523887,36.316,7.6947,0.987635021,954.56371,3
774.87745,1.84324756,32.865,4.9256,0.987638605,906.34088,3
796.44608,1.797734763,13.587,15.427,0.987777516,1020.7825,3
782.35294,1.850639123,11.324,5.8027,0.987956709,963.67855,3
723.89706,1.833136744,39.263,9.1412,0.988164771,929.63426,2
764.21569,1.842897038,31.594,7.9909,0.988288582,910.54771,3
723.28432,1.825135027,29.293,0.04,0.988648659,852.82049,3
751.47059,1.819756954,20.856,9.6109,0.988650736,978.32455,3
754.16667,1.842978219,34.59,8.0254,0.988655397,896.8365,3
757.47549,1.81702354,23.278,2.1636,0.988768267,953.08357,3
787.62255,1.849234735,16.09,0.0493,0.989917849,1010.4991,3
741.42157,1.838161817,35.051,5.8421,0.990249938,908.44429,3
756.12745,1.844165593,34.147,11.718,0.991163464,868.94664,3
743.9951,1.820150773,28.504,9.2293,0.991164972,959.23799,3
715.19608,1.860334271,31.654,0.0449,0.991452583,956.04386,2
787.62255,1.835221204,28.63,6.1279,0.991610107,912.57321,3
760.78432,1.843483981,37.034,12.074,0.991778183,896.05742,3
752.08333,1.849801768,13.833,0.0476,0.991799383,915.68933,2
731.9853,1.891081976,29.463,3.1923,0.991837566,983.77791,3
763.48039,1.847042036,34.07,6.2872,0.992293928,940.7746,3
751.47059,1.892719994,30.936,0.0454,0.992303962,987.51729,3
774.87745,1.850754396,27.847,16.397,0.99233451,967.72956,3
754.77941,1.817817616,31.205,2.3421,0.992424588,946.07215,3
797.05883,1.817331978,20.347,4.9749,0.992783649,1028.3393,3
742.76961,1.850811614,12.151,0.0537,0.992958939,948.17556,3
743.38235,1.891737901,30.126,2.7313,0.993327619,982.14194,3
715.19608,1.851627953,12.113,4.4948,0.99338739,893.72028,2
774.87745,1.849009058,13.389,3.5164,0.993549739,968.50865,3
734.68137,1.857036448,37.45,2.2627,0.993646181,913.04066,3
735.29412,1.84836152,14.249,0.0433,0.99368743,1003.4098,2
758.82353,1.852965907,11.79,3.956,0.993773604,939.45027,2
736.64216,1.890222635,30.471,3.7277,0.993924936,975.52006,3
723.89706,1.819562412,23.228,2.7078,0.993935942,954.64162,2
783.57843,1.84490211,35.779,3.3911,0.995097447,913.74173,3
740.07353,1.857044278,35.089,4.8063,0.995450852,912.10576,3
764.21569,1.850224797,15.088,1.7366,0.995536682,975.98741,3
794.36275,1.840023725,36.952,15.542,0.995597752,935.16553,3
780.26961,1.842168989,39.773,1.6709,0.995861292,919.50672,3
770.83334,1.85186887,11.582,3.3588,0.995920226,963.83437,3
774.26471,1.845017816,34.875,5.345,0.996108299,925.58324,3
761.51961,1.820574614,31.183,0.0454,0.996319704,963.60064,3
795.71079,1.819972601,29.802,6.7148,0.996369913,976.53276,3
769.60785,1.846386973,31.325,12.222,0.996677297,912.72903,3
708.45588,1.855695848,11.735,2.6,0.996845968,885.54034,2
772.18137,1.818908819,24.445,0.0509,0.997157251,988.06265,3
733.94608,1.864621495,32.394,3.6325,0.997392331,966.95048,2
758.08824,1.848464973,31.484,10.316,0.997519106,877.74984,3
747.42647,1.851255139,11.488,1.6594,0.997537952,954.79744,2
762.86765,1.843157913,34.744,8.5751,0.997983502,871.20587,3
788.35785,1.849743411,13.713,1.0588,0.998135921,964.30181,3
740.68628,1.819865506,31.282,4.3272,0.998773704,933.06211,2
703.79902,1.845377757,33.785,5.0351,0.99914334,867.62231,2
782.96569,1.819463457,32.859,0.1046,0.99921972,956.19968,3
773.52941,1.846810877,35.177,4.9941,0.999273599,991.5683,3
791.66667,1.84707698,32.892,9.4844,0.999940139,920.44152,3
776.96079,1.84475266,35.631,5.1014,1.000137821,911.63831,3
739.33824,1.837363673,39.422,8.3145,1.000406958,937.8921,2
789.70588,1.8608229,28.186,9.2238,1.000460184,989.62071,3
707.10785,1.850628112,38.842,3.1272,1.000667336,926.1286,2
756.86275,1.85332994,11.899,1.5904,1.000877293,954.17417,3
767.52451,1.840902652,35.138,7.3613,1.001302314,925.58324,3
746.07843,1.892066965,30.739,5.1189,1.001830058,986.27086,3
702.45098,1.840283638,28.055,1.1377,1.001944748,935.71078,3
736.64216,1.851137015,12.863,0.0892,1.001957192,936.72359,2
795.09804,1.857108922,33.396,0.9482,1.001987393,918.57183,3
750.7353,1.853601028,33.155,4.4679,1.002074128,917.71484,2
778.92157,1.845544189,39.395,0.0449,1.002215995,918.3381,3
745.34314,1.859237529,35.051,8.1765,1.002277735,914.59872,3
771.56863,1.848430266,34.191,12.523,1.00251232,885.61825,3
794.36275,1.839391637,28.822,5.2371,1.002641184,920.05197,3
784.31373,1.821222587,25.124,2.4105,1.00267092,1007.1492,3
794.36275,1.820097183,20.533,4.5528,1.003063627,1164.9838,3
790.31863,1.858040004,33.687,7.9909,1.003117133,969.59925,3
780.26961,1.819839164,24.91,1.8767,1.003267529,994.21708,3
779.65686,1.852935431,34.432,10.847,1.003456717,957.2904,3
772.91667,1.822684025,28.679,5.0827,1.003524004,994.13917,3
750.7353,1.893138259,30.63,4.382,1.003661571,990.63351,3
756.86275,1.84686735,33.73,11.1203,1.00376429,905.56179,3
772.91667,1.850061708,34.355,2.5928,1.003952292,946.69541,3
748.03922,1.820853381,23.557,1.3988,1.005178804,941.47577,2
754.16667,1.857289373,33.769,0.6745,1.005731373,929.79008,2
768.25981,1.824150496,22.746,0.5705,1.006219853,986.81622,3
711.88726,1.856211777,11.576,2.2326,1.006523488,910.70352,2
736.64216,1.825553492,21.585,0.0504,1.006848921,1017.4326,3
770.83334,1.851584195,31.506,9.8627,1.007083977,890.37044,3
742.03432,1.851666512,32.98,3.9818,1.007973336,884.06019,3
738.72549,1.827273983,20.062,10.3949,1.007980012,990.4777,3
760.17157,1.828364343,23.513,5.9018,1.008416881,1037.9995,3
748.03922,1.861833468,38.551,4.774,1.008729935,921.84386,3
791.05392,1.860562676,33.462,6.1673,1.008790405,968.82028,3
762.13236,1.894790477,31.473,3.7299,1.00894229,988.60801,3
727.32843,1.851791179,38.874,2.0459,1.009292949,945.29306,3
797.05883,1.850540881,33.007,10.4704,1.009386496,926.90758,3
787.00981,1.847683315,35.555,8.8537,1.010131664,925.73906,3
787.62255,1.853089185,34.037,5.9313,1.010205844,964.22391,3
770.22059,1.848603621,37.132,15.432,1.010394266,912.72903,3
755.51471,1.827722969,18.824,1.9605,1.010591939,1126.3431,3
707.84314,1.884588029,35.007,5.7539,1.01081032,1015.2513,2
750.12255,1.85248624,32.388,6.1624,1.011244759,899.56318,3
756.86275,1.826737721,30.328,4.0831,1.011940089,979.33735,3
763.48039,1.857409872,15.367,23.195,1.011970622,998.65763,3
754.16667,1.824660186,30.476,6.1366,1.012678752,969.75507,3
764.82843,1.860713624,33.352,5.2738,1.013343379,956.82295,3
768.25981,1.824790667,23.513,5.288,1.013367758,958.381,3
788.35785,1.826989941,21.859,3.7513,1.015347972,1019.3802,3
798.40686,1.858630644,28.06,10.157,1.016323501,996.55422,3
740.68628,1.852934457,39.105,3.4808,1.016543754,940.22924,3
770.22059,1.862340827,35.056,11.0447,1.016942759,940.38506,3
772.18137,1.854204209,32.476,14.446,1.016987816,918.96137,3
782.96569,1.85511495,31.791,9.0443,1.017097248,904.86062,3
774.87745,1.826535066,21.525,3.46,1.017136493,996.00886,3
749.38726,1.853686683,33.462,7.4829,1.017232559,862.79221,3
768.25981,1.894768731,31.692,0.8442,1.017479418,997.64493,3
799.7549,1.850321473,39.461,3.2963,1.017633787,940.30715,3
796.44608,1.8554718,33.856,5.1408,1.017724619,966.40523,3
717.89216,1.878574526,35.681,4.7893,1.019009161,1004.5784,2
728.67647,1.850497108,33.429,10.61,1.019180104,900.34216,2
758.08824,1.851489198,34.903,6.2719,1.01921266,878.2952,3
772.91667,1.827512605,23.146,4.7959,1.019587031,959.39381,3
782.96569,1.852694744,37.253,8.6682,1.019712945,923.55774,3
789.70588,1.830136824,30.438,9.8354,1.019760351,969.20971,3
747.42647,1.866925718,32.005,4.3935,1.019817,982.7651,3
799.7549,1.853684661,31.44,5.7069,1.019948306,953.55091,3
776.96079,1.854763609,30.115,10.8531,1.019993098,979.88271,3
799.01961,1.851379637,35.461,9.8918,1.020021066,938.59328,3
730.02451,1.844916465,39.483,11.2916,1.020028657,932.04931,2
782.35294,1.854495472,34.382,7.0537,1.020143407,908.67802,3
736.02941,1.857077868,38.913,2.4669,1.020186584,962.43202,3
776.96079,1.827865065,22.357,2.5496,1.020535993,1017.7442,3
719.2402,1.882584903,35.708,4.2517,1.021300937,1001.3843,2
755.51471,1.831766877,17.109,12.452,1.021620255,1152.9864,3
796.44608,1.852101701,34.771,6.0863,1.022531321,992.65902,3
767.52451,1.870637242,32.93,0.0411,1.023057904,1000.9947,3
723.89706,1.828958117,30.756,0.0422,1.023316386,941.86532,2
705.75981,1.829608115,30.416,2.9284,1.02341001,928.62156,2
776.22549,1.894210554,32.087,1.4377,1.023965292,998.50182,3
768.87255,1.833545692,20.177,3.5033,1.024099902,1083.4956,3
709.80392,1.861621357,28.334,14.309,1.024207869,903.92583,3
778.30883,1.845765103,39.291,10.0609,1.024228612,980.50587,3
760.17157,1.869326664,32.235,2.3897,1.024286727,992.11366,3
725.98039,1.868559974,26.735,5.6226,1.024345204,940.85251,2
790.31863,1.857826917,31.654,7.963,1.024754242,912.65112,3
742.03432,1.859831091,38.853,2.1505,1.024882858,980.66169,3
791.05392,1.857199338,32.322,8.776,1.024968146,931.9714,3
713.2353,1.884882901,35.094,4.3119,1.025390786,1023.3533,2
788.97059,1.829553445,31.161,2.4384,1.025484938,999.43671,3
786.27451,1.862115504,28.258,16.221,1.025574542,988.91964,3
703.18628,1.845876209,35.889,8.9715,1.025650208,1039.9471,2
707.84314,1.858715135,31.09,5.3094,1.025753667,886.94258,2
792.40196,1.830809755,19.881,3.4047,1.025823575,1058.6441,3
774.87745,1.865506646,35.401,10.6845,1.02608094,951.36958,3
763.48039,1.857041745,33.385,1.4497,1.026162076,875.25699,3
770.22059,1.871216014,33.467,4.054,1.026285084,1006.526,3
798.40686,1.829017469,18.698,11.9683,1.026320147,1184.6936,3
772.18137,1.866408784,37.165,2.6213,1.026563508,949.73362,3
746.69118,1.829697463,23.042,0.0372,1.027603687,949.5778,2
776.96079,1.868149555,37.51,1.5187,1.027798926,946.15005,3
756.86275,1.830476462,25.376,3.9402,1.028206246,989.23116,3
738.72549,1.867871123,33.708,7.0427,1.028736403,924.33682,3
711.88726,1.892769938,25.332,3.0478,1.028877919,979.41526,2
710.53922,1.894450976,26.083,6.3808,1.028890468,976.68858,2
726.59314,1.891844754,34.99,7.6915,1.02889363,1005.1236,2
776.22549,1.872167359,33.571,2.3618,1.029032102,1004.9678,3
707.10785,1.871190797,29.676,11.6338,1.029143443,921.29851,3
708.45588,1.82761076,12.825,2.1976,1.029145076,1008.0061,2
741.42157,1.86772532,33.78,2.2008,1.029202477,928.23202,3
769.60785,1.838898958,28.789,4.6486,1.029250484,905.09434,3
789.70588,1.865792528,33.451,4.2364,1.029296812,957.83575,3
784.92647,1.832674465,17.394,14.605,1.029362393,1119.2538,3
736.02941,1.870725156,26.778,4.9743,1.029582627,942.80011,2
788.97059,1.854015116,33.862,12.206,1.029845518,945.13725,3
731.25,1.838630261,17.252,12.37,1.030336976,1069.0834,3
756.12745,1.840033962,28.608,1.3265,1.030450513,898.31665,3
713.84804,1.828659217,21.952,2.0295,1.03058887,967.49584,2
781.61765,1.895107179,32.114,4.8512,1.031110165,996.63212,3
710.53922,1.891835442,25.146,4.3092,1.031149491,985.02433,2
721.93628,1.848481224,36.946,4.7039,1.031503263,978.40245,2
770.22059,1.831870091,23.952,1.7355,1.031504128,984.86852,3
737.9902,1.865690513,26.992,2.3355,1.031782804,951.21377,2
713.84804,1.894666795,25.661,3.6725,1.031783553,984.47908,2
710.53922,1.893574847,26.137,3.8783,1.032019525,980.73959,2
776.22549,1.866726087,35.659,8.015,1.032267129,953.62882,3
742.76961,1.835830245,15.614,3.5876,1.032499771,1051.6327,3
761.51961,1.84922219,39.439,7.1336,1.033124985,962.35411,3
778.30883,1.873023321,34.191,1.0533,1.033426719,1007.6945,3
703.79902,1.834759496,28.444,9.4833,1.03408819,957.44621,2
736.64216,1.88403004,34.821,4.2911,1.034263797,1027.4823,3
764.21569,1.83221416,18.61,2.5282,1.034358931,1014.7838,3
731.25,1.856326407,33.473,15.706,1.034839002,917.71484,2
733.94608,1.888426198,34.755,1.8138,1.034937482,1043.2969,2
752.08333,1.833339404,22.949,1.7437,1.035314752,1023.8208,2
741.42157,1.834835346,21.169,0.046,1.035812208,1034.8832,2
785.66177,1.896270542,31.851,1.7453,1.035876,1000.761,3
774.26471,1.860746852,33.719,5.6576,1.036837069,891.38314,3
740.68628,1.874584468,27.107,4.5659,1.037005037,949.34408,2
732.59804,1.850757351,36.869,6.7131,1.037051191,980.89541,2
797.67157,1.833150415,26.828,0.7019,1.037133095,1006.9933,3
797.67157,1.833681458,17.536,1.6446,1.037155836,1033.9483,3
790.31863,1.857490673,34.065,13.614,1.037319446,951.29168,3
