DNI,APE,TEMP_AMB,VEL_VIENTO,SMR,POTENCIA
820.58824,1.866061159,33.949,12.732,1.06363946,978.48036,3
856.12745,1.842445472,25.639,5.2382,1.063661516,1054.7489,3
862.13236,1.840536601,26.263,2.4237,1.063685579,1064.8765,3
874.26471,1.861721752,37.565,15.027,1.063708578,1010.577,3
833.94608,1.841426644,26.236,3.045,1.06391884,1028.573,3
854.04412,1.842977265,26.8,0.0433,1.063931211,1036.2076,3
890.93138,1.859579716,33.873,8.5953,1.063942563,1022.1069,3
870.22059,1.878125721,34.744,1.6588,1.063970697,1028.7288,3
888.97059,1.839033244,26.609,1.6413,1.064022587,1053.1129,3
855.39216,1.867066426,30.586,11.6311,1.06404577,1063.63,3
874.87745,1.839933809,28.394,7.1987,1.064100393,1041.2714,3
872.18137,1.885702652,33.665,1.9994,1.064141522,1026.0021,3
882.96569,1.839711201,28.241,0.0493,1.0641475,1051.0095,3
899.01961,1.838276655,27.228,2.1822,1.064171692,1058.3324,3
856.7402,1.885537108,31.386,12.008,1.064215715,1014.9397,3
863.48039,1.843251627,25.283,4.1871,1.064325721,1058.3324,3
862.13236,1.843958094,30.657,3.7195,1.064361996,1026.2359,3
804.41177,1.881948331,35.5,6.9266,1.064382567,1036.2855,3
842.03432,1.877815559,34.043,4.9815,1.064518105,1017.4326,3
884.92647,1.879760186,28.756,3.0182,1.064590478,1029.0404,3
845.34314,1.868334244,35.697,7.5256,1.064623898,992.65902,3
897.05883,1.882818279,26.784,10.8044,1.064844049,1042.2842,3
884.92647,1.881556613,31.188,7.5015,1.064972984,1047.3479,4
849.38726,1.874897807,28.86,0.0498,1.065124348,1000.9947,3
839.95098,1.873244296,28.405,3.4682,1.065138801,1050.7758,3
846.69118,1.884967567,30.871,6.9688,1.065208448,1013.1479,3
847.42647,1.870435794,31.495,11.943,1.065284123,979.64899,3
871.56863,1.840317502,28.608,2.2561,1.065295432,1044.6992,3
852.08334,1.84286578,30.909,3.3604,1.065361502,1013.1479,3
818.5049,1.865997208,35.209,10.601,1.065420754,961.96468,3
891.66667,1.838102359,27.014,1.493,1.065477675,1055.6059,3
889.70588,1.863184104,37.045,7.3876,1.065603438,1020.9383,3
893.01471,1.875801197,31.95,5.5563,1.065627973,1023.665,3
860.17157,1.86971483,33.013,4.0185,1.065642497,995.93095,3
883.57843,1.869335605,32.103,6.2396,1.065737842,1018.679,3
891.66667,1.881152539,31.194,5.8481,1.06582556,1051.5547,4
823.28432,1.867659633,34.207,7.8316,1.065834002,979.57108,3
871.56863,1.879067634,33.511,5.9768,1.065836878,994.13917,3
886.27451,1.865507378,33.917,12.759,1.065880439,1010.577,3
897.67157,1.881988005,33.024,0.0487,1.066214214,1041.6609,3
899.7549,1.878312666,23.448,4.7871,1.066247381,1083.3398,4
848.77451,1.843389586,27.293,4.4789,1.066319906,1067.4473,3
880.26961,1.880711457,33.106,7.0706,1.066336372,1030.6764,3
891.66667,1.887023144,35.752,4.3902,1.066338114,1042.8295,3
880.88236,1.863657823,37.691,10.721,1.066403743,1018.2895,3
862.86765,1.871939515,33.703,8.6041,1.066451603,1028.573,3
837.9902,1.874054271,29.446,1.0019,1.066497417,1029.1184,3
887.62255,1.881561864,32.711,7.8814,1.06653074,1027.0148,3
864.82843,1.843422132,30.624,3.3839,1.066793538,1027.4823,3
852.69608,1.867619048,39.581,7.5995,1.066891663,990.78933,3
822.54902,1.840386684,14.425,3.7059,1.066921986,1014.5501,3
893.01471,1.873633506,26.751,2.843,1.066942745,1039.7912,4
899.01961,1.874235169,26.707,3.7163,1.067141723,1043.7644,4
893.01471,1.881275489,32.41,5.7879,1.067159647,1031.2997,3
889.70588,1.862885439,35.357,7.8568,1.067208211,1015.7966,3
896.32353,1.862291206,32.843,10.3336,1.067275909,1025.7684,3
890.93138,1.871290411,33.522,5.4764,1.067291572,1018.7569,3
878.92157,1.845155617,30.646,2.4122,1.067311263,1037.2204,3
875.61275,1.889951862,24.691,2.7784,1.067329156,1035.6623,3
815.19608,1.877315187,37.768,3.7787,1.067403204,980.03853,3
844.73039,1.878828422,33.314,6.5166,1.067504004,1040.9598,3
892.27941,1.888048221,35.199,4.5501,1.06758393,1046.5689,3
882.96569,1.869081186,30.317,7.5053,1.067637702,1079.2109,4
856.7402,1.887087424,31.106,1.8001,1.067846748,1016.1082,3
866.17647,1.868517545,21.782,8.2181,1.067868777,1100.7125,3
874.26471,1.89039034,24.85,4.8835,1.068042217,1036.8308,3
883.57843,1.874984289,32.629,0.052,1.068101116,1016.264,3
872.18137,1.844857064,30.131,4.6656,1.068107939,1032.0007,3
885.66177,1.886658954,35.155,5.3784,1.068339328,1037.532,3
895.71079,1.837987352,32.783,3.1217,1.068431511,1046.7248,3
839.95098,1.870958828,34.289,10.9511,1.068471788,970.30043,3
843.9951,1.87102695,32.229,11.691,1.068521266,991.5683,3
868.87255,1.863697173,23.333,3.2476,1.068550867,1011.4339,3
841.29902,1.874993036,29.961,1.5028,1.068569499,1028.9625,3
842.03432,1.882500464,29.956,5.0986,1.068612427,1012.9921,3
868.13726,1.888797674,31.742,6.031,1.068626196,1027.9497,3
898.40687,1.880450231,32.366,2.7149,1.068761134,1030.7543,3
850.7353,1.869956821,35.237,8.2346,1.068828008,996.08677,3
876.22549,1.886642501,34.53,1.1557,1.068862797,1026.6254,3
865.44118,1.86980784,35.774,11.0617,1.069003084,1004.1889,3
891.66667,1.859655951,28.405,5.2081,1.069023613,1013.07,3
839.33824,1.8762748,28.06,12.266,1.069201679,1043.5306,3
848.77451,1.869205385,35.319,8.2898,1.069208964,1009.2526,3
896.32353,1.872373167,31.605,5.7173,1.069249766,1039.2459,4
894.97549,1.88047978,28.57,2.2912,1.069266369,1043.7644,3
826.59314,1.846684262,19.498,11.0847,1.06933141,1056.8523,3
833.94608,1.881081787,33.407,4.0179,1.069609853,1020.315,3
870.83334,1.844552828,24.812,2.3875,1.069610549,1045.0887,3
884.92647,1.87012677,30.109,4.6453,1.069637937,1077.5749,3
899.7549,1.883921323,26.965,8.482,1.069731559,1039.6354,3
850,1.87580992,29.293,0.0438,1.069829474,1000.3715,3
846.07843,1.878922746,29.085,0.0493,1.069959359,1006.9154,3
852.08334,1.872473018,31.709,13.668,1.069987123,976.92231,3
878.92157,1.845630523,30.701,3.5487,1.070002484,1037.0646,3
891.66667,1.844914847,27.085,1.782,1.070015434,1046.491,3
840.68628,1.882662287,30.301,4.7734,1.070079433,1003.176,3
879.53432,1.875191691,28.959,6.2647,1.070106504,1034.1821,4
896.32353,1.87690371,32.459,4.3814,1.070148423,1026.0021,3
852.08334,1.880271411,30.06,3.8389,1.070383468,1030.1311,3
812.5,1.880946218,35.752,4.0809,1.070398194,1034.7274,3
887.62255,1.846545363,25.94,1.8855,1.070404296,1048.9061,3
823.89706,1.879015651,37.751,4.5829,1.070405568,992.19157,3
894.97549,1.882888571,27.326,1.2356,1.070552203,1023.9766,4
848.03922,1.87192418,32.043,10.6122,1.070593004,993.82754,3
896.32353,1.88272298,30.427,2.9865,1.070631018,1018.4453,3
809.19118,1.880847334,35.735,5.3893,1.070677869,1034.4158,3
894.97549,1.876776747,32.016,2.5184,1.070722966,1027.9497,3
832.59804,1.864784133,26.685,3.2914,1.070796349,1024.0545,3
828.55392,1.869132388,34.196,7.4741,1.070869521,981.7524,3
880.88236,1.845312483,26.8,3.7551,1.071091342,1037.9995,3
893.01471,1.881294772,33.676,4.8375,1.071114599,1039.9471,3
864.82843,1.867574318,39.187,2.9755,1.07113958,1006.0585,3
889.70588,1.876483606,24.609,1.7371,1.071209359,1039.9471,4
878.18628,1.890941232,24.395,5.0187,1.071230326,1040.6481,3
848.77451,1.848824831,21.81,14.857,1.071257726,1168.4894,3
868.87255,1.873292296,33.643,10.3483,1.071403517,1033.1694,3
806.4951,1.879318998,35.593,1.5871,1.071466076,1028.1055,3
899.01961,1.882713848,27.151,0.0493,1.071532123,1033.2473,4
890.31863,1.864127774,36.387,2.2189,1.071799197,1026.3917,3
890.93138,1.867312703,20.013,2.283,1.071845394,1165.6069,3
808.45588,1.880009049,35.511,5.6346,1.071894509,1023.4312,3
821.93628,1.88990502,16.786,9.9777,1.07192896,1052.4117,3
872.91667,1.874357512,34.059,9.5671,1.072014463,1019.9256,3
803.79902,1.87940884,35.483,1.77,1.072175295,1034.8832,3
827.94118,1.868172823,35.127,9.7445,1.072328466,967.72956,3
884.31373,1.892575177,25.206,4.1301,1.072346525,1038.2331,3
864.82843,1.892185692,31.161,3.7699,1.072429327,1018.2116,3
866.17647,1.843920051,26.346,1.5641,1.072442649,1044.6213,3
843.38236,1.881594622,32.7,7.75,1.072466687,1068.7717,3
899.7549,1.881812688,31.627,6.429,1.072627607,1061.4487,4
866.78922,1.891657245,31.21,3.6872,1.072674398,1026.158,3
883.57843,1.845124078,26.625,4.7088,1.072690649,1035.9738,3
895.71079,1.845842308,27.266,5.0712,1.072870484,1049.6071,3
888.97059,1.864929509,37.713,14.452,1.072975287,1021.7953,3
847.42647,1.873233869,34.601,10.3451,1.073005538,983.23255,3
860.78432,1.867919481,34.804,10.3932,1.073029269,1009.72,3
850.7353,1.87427054,31.44,10.3133,1.073199123,978.16873,3
881.61765,1.879365979,29.255,2.6465,1.073208924,1010.8107,3
870.83334,1.891941556,24.401,3.287,1.073276318,1031.6112,3
894.36275,1.888661635,35.122,4.1427,1.07338634,1050.4641,3
892.27941,1.867757036,20.204,13.038,1.073426331,1179.0065,3
862.13236,1.877016143,29.408,2.1061,1.073553516,1013.6152,3
850.7353,1.880285433,29.578,6.7958,1.073641185,1037.7657,3
899.01961,1.873858783,30.953,2.318,1.073641906,1037.9216,4
887.62255,1.883238339,33.752,9.8064,1.073656521,1034.9612,3
872.91667,1.875946963,27.567,1.8105,1.07384061,1034.1042,3
870.83334,1.84650199,30.761,6.1098,1.073909141,1030.3648,3
875.61275,1.874701492,29.633,1.1869,1.073959677,1015.7187,3
876.83824,1.873966554,33.665,7.1911,1.073976815,1038.3889,3
879.53432,1.887442424,33.418,5.2995,1.074165387,1035.3507,3
888.35785,1.845772997,27.014,1.4338,1.074169537,1043.0632,3
869.4853,1.87122649,35.938,8.5734,1.074206873,1009.2526,3
848.03922,1.872665406,31.649,3.4682,1.07422849,993.20438,3
895.71079,1.865845162,35.703,10.3352,1.074249338,1026.937,3
872.18137,1.886290892,31.512,3.4513,1.074351552,1022.3406,3
814.46079,1.852606242,28.948,1.1787,1.074532466,951.99285,3
880.88236,1.845612726,24.647,6.3649,1.074608123,1071.4205,3
854.04412,1.876813849,30.252,1.3577,1.07463074,1039.4017,3
860.78432,1.877157211,27.863,18.752,1.07464208,1058.9557,3
874.26471,1.883454821,30.635,4.0431,1.074667734,1035.2728,3
886.27451,1.887154338,30.81,15.887,1.074680752,1036.7529,3
890.31863,1.846883871,25.129,5.5486,1.074684258,1060.436,3
898.40687,1.884839553,33.193,0.6159,1.074687611,1039.4017,3
887.00981,1.846419597,25.962,4.3913,1.074690608,1058.0209,3
884.92647,1.887240835,31.095,4.763,1.074749629,1040.2587,3
898.40687,1.882791948,33.166,4.5451,1.074758378,1041.8947,3
827.20588,1.870052484,30.065,2.6065,1.074827246,1010.0317,3
807.84314,1.872914984,37.565,1.3336,1.07485054,1069.8623,3
894.36275,1.845020491,26.669,4.5632,1.074867378,1048.127,3
801.71569,1.882669642,27.08,2.0892,1.074869502,995.22988,3
801.10294,1.876133022,25.858,2.1247,1.07494784,1044.076,3
856.7402,1.871142873,35.445,9.4428,1.074968263,1006.7597,3
833.94608,1.872308364,34.207,9.4357,1.075004063,985.95923,3
893.01471,1.890168575,33.697,1.9485,1.075026791,1037.4541,3
861.51961,1.875169715,31.205,9.5463,1.075146805,992.19157,3
856.12745,1.871139109,27.6,1.7207,1.075215601,1011.5897,3
826.59314,1.868680007,32.668,6.118,1.075268251,1001.4622,3
874.87745,1.885411329,32.109,0.0372,1.075302301,1036.2076,3
829.28922,1.870926969,30.641,2.1039,1.075366517,1023.1975,3
892.27941,1.846610855,27.173,4.1389,1.075400894,1048.0491,3
857.47549,1.883816104,39.532,7.3805,1.075570138,1034.1042,3
898.40687,1.881893049,29.726,0.0547,1.075584181,1044.5434,3
837.2549,1.873703122,31.09,1.8384,1.075601368,1046.9585,3
876.83824,1.876274713,34.525,16.939,1.075607332,1024.6778,3
860.17157,1.870480971,34.47,3.9084,1.075679661,1125.6419,3
859.43628,1.891158439,31.309,0.0411,1.075713711,1015.485,3
879.53432,1.889475384,33.621,4.7307,1.075758142,1029.7415,3
895.71079,1.861747992,28.893,6.2215,1.075827521,1014.3943,3
831.9853,1.869877372,32.131,0.0405,1.075913617,1000.6831,3
841.29902,1.865604811,27.041,5.299,1.075974757,1033.2473,3
888.97059,1.847850267,29.802,7.5623,1.076051761,1038.5447,3
894.97549,1.866368405,37.297,9.2999,1.076063663,1031.767,3
814.46079,1.88205907,35.5,1.6452,1.076099904,1042.9853,3
880.88236,1.845928959,24.636,5.2295,1.076115458,1067.9926,3
874.26471,1.889827757,32.098,2.7927,1.076205475,1027.8718,3
866.17647,1.877630616,24.297,1.3988,1.076342125,1030.0531,3
850,1.872382674,35.39,6.7706,1.076346671,1009.3305,3
866.78922,1.869656885,39.581,4.572,1.076415077,1005.2016,3
884.31373,1.883053606,22.922,1.8647,1.0766548,1087.1572,4
880.26961,1.866222062,23.376,3.119,1.076778641,1016.4977,3
883.57843,1.846442474,25.261,3.2991,1.076792823,1053.1129,3
850.7353,1.848226015,19.284,4.0382,1.076990264,1102.1927,3
811.15196,1.8808269,35.724,3.0719,1.076992637,1032.624,3
891.66667,1.888096301,35.67,3.9681,1.077096045,1042.44,3
832.59804,1.880990216,37.894,8.1262,1.077234271,995.30779,3
899.7549,1.866527169,36.152,5.4463,1.077242119,1035.1949,3
860.78432,1.872728759,27.912,3.765,1.07736855,1020.1593,3
818.5049,1.878070133,28.186,15.745,1.077375722,1028.573,3
861.51961,1.882773177,32.624,2.1423,1.077447335,1039.0122,3
848.77451,1.882741291,31.473,1.9556,1.077493929,1017.8222,3
801.71569,1.873883933,29.819,0.0487,1.07751919,1004.1889,3
817.89216,1.8553367,28.186,1.2575,1.077554704,953.70672,3
819.2402,1.875713163,33.807,4.1811,1.077604606,945.76051,3
844.73039,1.875035178,31.698,0.0498,1.077646374,1052.178,3
882.96569,1.892927984,25.31,5.5908,1.077716837,1033.7925,3
883.57843,1.846563609,29.118,5.7627,1.077722883,1038.5447,3
884.31373,1.844517767,25.513,3.6495,1.077746075,1050.0746,3
897.67157,1.868666587,33.582,9.399,1.077762268,1025.6126,3
834.68138,1.871148665,32.087,1.4464,1.077911912,1006.1365,3
856.12745,1.870939989,36.93,9.0738,1.077962365,996.32049,3
868.87255,1.894137186,31.835,6.8483,1.077969341,1024.9893,3
868.87255,1.892504988,32.164,6.5511,1.078091575,1025.6126,3
897.05883,1.878065915,24.806,4.0727,1.078140234,1041.8167,4
862.86765,1.872506249,35.505,8.5379,1.078185458,1006.0585,3
887.62255,1.892777147,24.631,1.4497,1.078188439,1045.1666,3
816.54412,1.873010669,30.345,3.6506,1.078201198,1021.8732,3
889.70588,1.87778562,28.783,11.0042,1.078221172,1037.2204,4
872.18137,1.877158536,34.421,6.6644,1.078249785,1023.9766,3
899.7549,1.882805128,33.643,3.2405,1.078329831,1046.6469,3
831.25,1.879740001,27.945,10.6549,1.078348199,1031.8449,3
809.80392,1.865609072,37.209,4.1685,1.07871986,1006.8376,3
887.00981,1.891934894,32.854,4.1657,1.078720507,1037.7657,3
828.55392,1.877144261,37.79,0.0372,1.079028941,1062.3057,3
855.39216,1.875197024,34.415,10.688,1.079058267,983.46628,3
849.38726,1.885680551,32.311,2.2507,1.079205134,1021.4057,3
867.52451,1.871173092,34.848,10.8821,1.079207766,1002.3192,3
829.28922,1.872748286,30.476,1.3763,1.079220481,1024.9114,3
872.18137,1.872995883,29.523,1.2017,1.079225881,1013.771,3
872.91667,1.873472473,29.145,0.0476,1.079249088,1015.8744,3
888.97059,1.847358705,29.802,2.6246,1.079259055,1044.855,3
892.27941,1.847158138,29.528,7.1144,1.079300363,1046.7248,3
856.12745,1.848613133,21.662,13.203,1.079379505,1137.016,3
864.82843,1.881366958,39.806,5.61,1.079385713,1037.532,3
853.43137,1.882940706,28.312,2.8058,1.079389315,1015.485,3
810.41667,1.882531641,35.44,8.6753,1.079408639,1033.2473,3
874.87745,1.895015275,31.906,7.9181,1.079548136,1031.2997,3
890.31863,1.846613934,26.658,3.4819,1.079571659,1046.491,3
862.86765,1.848186738,19.372,2.7795,1.079620047,1130.472,3
881.61765,1.847078786,29.956,2.8425,1.079647448,1037.1425,3
803.06373,1.871102541,33.714,12.48,1.079691204,978.63618,3
854.77941,1.847178827,19.47,1.8882,1.079713884,1172.7742,3
882.96569,1.874023479,25.65,1.24,1.079766113,1012.2909,3
883.57843,1.891446233,32.169,3.3144,1.07987623,1031.2997,3
893.01471,1.888285675,36.864,7.8469,1.079918336,1048.984,3
807.84314,1.878429796,27.573,3.3106,1.080058559,1010.577,3
870.22059,1.88231293,29.775,0.7506,1.080066313,1049.9188,3
878.18628,1.871190112,39.455,0.0504,1.080288946,1018.679,3
844.73039,1.88507385,31.89,3.0533,1.080325606,1018.679,3
893.01471,1.889771417,31.019,12.173,1.080451638,1046.2573,3
886.27451,1.8873485,36.65,4.0666,1.080476131,1045.9457,3
847.42647,1.872106054,34.037,12.923,1.080476791,1008.8631,3
871.56863,1.877746253,28.844,3.7568,1.080592148,1045.634,3
811.15196,1.871972352,34.99,14.66,1.08062544,973.65027,3
898.40687,1.879335309,25.381,6.1131,1.080716552,1043.219,4
817.15686,1.880538112,38.173,1.6506,1.080767975,977.38976,3
891.66667,1.891122098,34.147,6.9453,1.080835934,1032.0007,3
860.78432,1.882244863,28.016,12.041,1.081063751,1048.9061,3
885.66177,1.836255477,33.582,1.6539,1.081074183,1036.3634,3
803.06373,1.886054707,28.142,4.6738,1.081242163,1007.2271,3
839.95098,1.880378565,29.578,3.8394,1.08127072,1041.1156,3
846.69118,1.873632873,35.193,8.5521,1.081297014,1015.0176,3
852.69608,1.876024629,31.786,7.4144,1.081395123,998.11227,3
890.31863,1.884584022,33.435,2.2074,1.081551276,1010.8886,4
801.10294,1.887129274,28.164,4.9245,1.081592573,1000.8389,3
879.53432,1.87568982,33.15,14.507,1.081597079,1007.6166,3
881.61765,1.878895579,28.844,3.9309,1.081678649,1029.0404,4
883.57843,1.876971548,33.199,3.6889,1.081855806,1037.9995,4
827.20588,1.874018352,32.016,1.6692,1.081911431,996.55422,3
870.22059,1.875942378,31.364,13.575,1.08192186,998.65763,3
828.55392,1.873055278,30.695,3.1107,1.082029488,1018.5232,3
823.89706,1.878010529,29.698,2.2507,1.082064914,1036.3634,3
841.29902,1.880370776,38.387,7.8623,1.082224932,996.08677,3
852.69608,1.872870624,34.443,10.2016,1.082256382,1002.6307,3
890.93138,1.884711439,33.095,1.3632,1.082279162,1013.771,4
880.26961,1.875384485,29.928,2.6027,1.082318956,1021.0162,3
837.2549,1.872489486,32.174,4.2916,1.0823442,1012.1351,3
866.78922,1.873237014,34.64,2.8014,1.082632761,996.63212,3
811.15196,1.879409967,27.869,1.9222,1.082706402,1011.9013,3
893.62745,1.891562603,33.802,11.3519,1.082821986,1037.2204,3
848.77451,1.875508205,31.802,7.306,1.082961868,1065.0322,3
891.66667,1.888487678,36.497,1.9474,1.08296963,1050.3083,3
875.61275,1.884265051,30.208,8.0446,1.083006995,1056.5407,3
875.61275,1.877159268,33.221,9.543,1.083022346,1016.264,3
874.87745,1.890459508,32.273,9.4707,1.083080469,1027.3265,3
831.9853,1.876504086,33.577,4.3141,1.083094039,960.01708,3
888.97059,1.879710124,28.789,10.5668,1.083100526,1034.9612,4
870.22059,1.880713341,29.101,3.5454,1.083114179,1023.9766,3
865.44118,1.884074945,39.34,1.2685,1.083192667,1037.1425,3
882.96569,1.874385767,25.244,1.0911,1.083240667,1021.4836,3
863.48039,1.879788407,30.071,2.5934,1.083245874,1037.0646,3
849.38726,1.871821039,37.039,9.7379,1.083277439,985.6476,3
876.22549,1.880387309,24.757,1.8286,1.083286228,1040.5702,3
875.61275,1.884106176,39.521,0.0509,1.083352798,1054.2035,3
850,1.878309993,28.74,1.4711,1.083363282,1033.481,3
884.31373,1.876194023,25.924,1.7393,1.083577014,1020.6266,3
884.92647,1.874184296,28.093,1.9824,1.08366079,1016.8093,3
894.36275,1.870905944,33.243,11.4126,1.08370554,1021.3278,3
873.52941,1.878689575,29.435,3.7004,1.083749233,1043.9981,3
869.4853,1.88020867,29.742,4.4006,1.083880981,1050.62,3
878.92157,1.874441026,35.527,11.3404,1.083962001,1028.1835,3
860.17157,1.886553401,29.172,4.2599,1.084006814,1023.4312,3
840.68628,1.88152234,34.941,7.8535,1.084060131,1010.8107,3
856.12745,1.874621945,30.75,2.6421,1.084065833,1064.0195,3
851.34804,1.875788213,30.476,1.0709,1.084086612,1019.0686,3
878.18628,1.874765883,30.69,3.2679,1.084138745,1020.4708,3
878.18628,1.878706801,24.647,2.3936,1.084144965,1034.4158,3
815.80883,1.868303272,36.678,7.5289,1.084161689,1008.6294,3
868.13726,1.873578951,28.389,0.0476,1.084352368,1023.587,3
886.27451,1.883764992,39.378,1.0588,1.084470131,1051.4769,3
885.66177,1.888179841,37.001,4.3557,1.084535009,1048.5165,3
863.48039,1.885743086,29.835,0.0433,1.084562687,1055.2942,3
888.35785,1.875319903,35.971,5.3554,1.084627535,1017.1989,3
867.52451,1.880840791,27.88,6.8976,1.084715344,1057.7093,3
865.44118,1.885568582,29.945,4.7116,1.084812785,1028.3393,3
802.45098,1.886562229,28.159,3.2898,1.084937237,1006.4481,3
809.19118,1.885804442,28.258,5.3017,1.084953068,1003.8772,3
892.27941,1.880338097,28.767,6.8938,1.084972495,1043.4527,4
839.33824,1.875023615,32.328,3.4589,1.08506233,1010.9666,3
872.18137,1.885858014,38.694,5.0389,1.085309495,1047.0364,3
876.83824,1.884434162,38.414,4.6601,1.08540558,1046.7248,3
886.27451,1.847468085,29.649,2.3311,1.085497471,1037.9216,3
879.53432,1.867902328,23.398,3.6697,1.085568333,1019.4581,3
806.4951,1.872094682,27.989,2.9219,1.085635443,1027.5602,3
877.57353,1.876213108,35.555,0.0526,1.085652453,1086.0665,3
805.14706,1.872894521,35.292,6.7695,1.085708793,957.83575,3
893.62745,1.872333358,39.066,2.9399,1.085787337,1020.2372,3
862.86765,1.884571682,29.578,7.9663,1.085921903,1027.9497,3
850.7353,1.884350904,27.934,10.6139,1.085925897,1046.0236,3
887.00981,1.879243167,34.256,4.8692,1.08599936,1037.9995,3
880.26961,1.891624439,32.755,2.8408,1.0861432,1028.7288,3
833.94608,1.879011873,30.043,7.6017,1.086181595,1036.1297,3
886.27451,1.888662522,36.535,8.8286,1.086209783,1042.9853,3
846.69118,1.875309359,30.317,8.5105,1.086271068,1059.579,3
872.91667,1.879961913,30.46,2.2014,1.086343209,1045.4003,3
880.26961,1.883646467,30.454,2.7582,1.086420765,1055.3721,3
869.4853,1.877538616,31.654,9.3634,1.086429064,999.74835,3
872.18137,1.882131167,29.266,1.8083,1.086467044,1024.8335,3
893.01471,1.876064937,26.367,0.773,1.086504514,1029.7415,3
811.76471,1.883927687,37.686,0.0498,1.086523378,982.7651,3
888.35785,1.869859442,22.982,4.5845,1.086576292,1025.7684,3
828.55392,1.857580145,28.362,4.2429,1.086613804,961.65304,3
864.09314,1.876994906,34.837,12.962,1.08663329,994.91825,3
850.7353,1.874268023,34.486,11.3119,1.08666985,1008.941,3
896.32353,1.887091816,32.952,8.3342,1.08671249,1014.2385,4
859.43628,1.888709348,29.627,3.8071,1.086786503,1030.1311,3
894.36275,1.872981907,33.632,4.6732,1.086807126,1027.2486,3
894.36275,1.88804959,36.842,7.0805,1.086814806,1046.1015,3
850.7353,1.882114241,38.546,1.2701,1.086934203,1006.4481,3
846.69118,1.882610182,35.089,7.3756,1.087090327,1012.4467,3
835.29412,1.878695059,33.599,8.0517,1.087142818,964.37972,3
887.00981,1.878899653,32.854,10.979,1.087174566,1018.5232,3
860.17157,1.877197352,31.769,9.8529,1.087221655,1011.4339,3
864.82843,1.886426577,29.518,3.8433,1.08724945,1028.0276,3
803.06373,1.873715396,33.593,6.556,1.087301659,974.8968,3
859.43628,1.888521399,29.77,6.2023,1.087337317,1036.2855,3
887.62255,1.885278835,29.978,3.6215,1.087538606,1056.6186,3
884.92647,1.880032923,34.229,2.295,1.087629086,1029.1184,3
869.4853,1.88522399,40.025,1.2833,1.087964595,1040.6481,3
893.01471,1.888991455,37.209,2.9624,1.088046724,1051.2432,3
872.18137,1.888184635,30.268,2.7396,1.088075807,1029.8973,3
865.44118,1.879579518,29.824,1.9457,1.088113149,1011.5118,3
889.70588,1.881921693,28.537,12.518,1.088124783,1033.8704,4
838.60294,1.887644924,32.536,4.6891,1.08813509,1015.2513,3
810.41667,1.88023666,37.258,1.3402,1.088141797,1027.4044,3
842.03432,1.865494722,23.075,0.052,1.088263706,1009.72,3
873.52941,1.884278834,38.957,1.7191,1.088298745,1047.3479,3
882.96569,1.87431392,35.401,9.4822,1.088421777,1024.5999,3
878.92157,1.887030396,37.779,9.1751,1.088434957,1048.4386,3
825.85785,1.877522696,26.187,1.1634,1.088450443,1084.4305,3
870.22059,1.87676473,35.549,8.4968,1.08852845,1026.3138,3
887.00981,1.89503322,26.039,8.6068,1.088579502,1042.6736,3
860.17157,1.877134743,30.997,3.096,1.088644102,1022.5742,3
808.45588,1.87680838,33.511,4.2484,1.089027281,981.20704,3
818.5049,1.884095578,37.834,4.6902,1.089098836,987.51729,3
853.43137,1.873233136,37.357,11.2478,1.089220203,989.62071,3
893.62745,1.893475324,26.159,2.7801,1.089296266,1040.726,3
825.85785,1.876129423,30.876,5.4047,1.089298479,1022.7301,3
870.22059,1.879137573,33.051,3.6905,1.089309678,1012.2909,3
892.27941,1.87943566,28.603,0.0394,1.089318456,1063.3963,3
848.77451,1.876313994,32.355,1.7158,1.089353207,1023.8987,3
871.56863,1.89524715,31.807,10.1951,1.089376866,1023.0417,3
839.33824,1.881946881,29.775,4.0212,1.089377176,1041.3493,3
889.70588,1.878394742,33.128,5.8749,1.089434488,1050.4641,4
873.52941,1.880035762,31.775,11.3042,1.089460295,1001.6959,3
805.14706,1.876686141,33.621,4.1531,1.089493574,969.59925,3
884.92647,1.88327663,25.097,1.7163,1.089531858,1042.9853,3
867.52451,1.878761292,31.287,12.491,1.089616751,1005.5911,3
872.91667,1.874521245,34.842,5.8602,1.089635598,1004.1109,3
893.01471,1.869319527,23.163,1.4639,1.0896447,1031.1439,3
896.32353,1.876664754,29.501,2.7237,1.08966962,1018.9128,3
882.23039,1.881479035,25.157,2.7001,1.089997481,1044.3876,3
870.83334,1.876429077,30.169,1.493,1.090052873,1015.6408,3
887.00981,1.894618837,26.428,4.2484,1.090082986,1039.7912,3
879.53432,1.87776955,30.284,1.9413,1.090132204,1014.9397,3
818.5049,1.878741285,31.112,0.0471,1.090144717,1036.2855,3
824.50981,1.868647012,36.645,12.386,1.090210271,1020.9383,3
814.46079,1.880432167,28.438,0.0394,1.090230106,1006.3702,3
865.44118,1.887631605,30.509,4.2046,1.090268719,1036.675,3
891.66667,1.885330055,30.427,8.6293,1.090270109,1017.121,3
882.96569,1.886661219,38.365,1.7032,1.090277244,1051.9443,3
856.7402,1.88575297,27.748,11.9623,1.090374368,1054.5152,3
833.33334,1.878303683,30.767,0.04,1.090500574,1025.301,3
879.53432,1.879125568,30.126,2.1346,1.090548438,1056.6186,3
840.68628,1.880633856,29.808,3.2454,1.090651462,1040.025,3
865.44118,1.877936957,30.991,1.1541,1.090688,1025.6905,3
